Mes,Dia,Anio,Tmin,Tmax,Tavg
2,22,1931,13.2,19.15,25.1
2,23,1931,12.3,20.35,28.4
2,24,1931,13.4,15.85,18.3
2,25,1931,7.2,11.8,16.4
2,26,1931,8,10.2,12.4
2,27,1931,9.3,16.25,23.2
2,28,1931,15.4,21.35,27.3
3,1,1931,9.1,14.05,19
3,2,1931,6.4,13.85,21.3
3,3,1931,13.2,19.2,25.2
3,4,1931,6.4,17.25,28.1
3,5,1931,7.2,18.2,29.2
3,6,1931,11.3,20.15,29
3,7,1931,6.2,13.1,20
3,8,1931,2.1,9.6,17.1
3,9,1931,2.2,10.6,19
3,10,1931,5.2,15.3,25.4
3,11,1931,7,18.1,29.2
3,12,1931,8.4,18.7,29
3,13,1931,13.3,20.15,27
3,14,1931,11,19.6,28.2
3,15,1931,17.3,18.65,20
3,16,1931,4.1,14.15,24.2
3,17,1931,5,17.05,29.1
3,18,1931,19.4,24.3,29.2
3,19,1931,19.3,24.25,29.2
3,20,1931,14.1,20.7,27.3
3,21,1931,10,19.15,28.3
3,22,1931,13.4,20.85,28.3
3,23,1931,12.1,20.6,29.1
3,24,1931,12.4,20.85,29.3
3,25,1931,12.1,21.15,30.2
3,26,1931,13,21.7,30.4
3,27,1931,12.2,20.65,29.1
3,28,1931,12.3,19.8,27.3
3,29,1931,10.1,17.1,24.1
3,30,1931,8.4,20.25,32.1
3,31,1931,9.4,18.25,27.1
4,1,1931,7,18.6,30.2
4,2,1931,10.3,19.7,29.1
4,3,1931,11.4,23.75,36.1
4,4,1931,12,16.2,20.4
4,5,1931,9.2,15.8,22.4
4,6,1931,10.1,16.75,23.4
4,7,1931,12.3,20.75,29.2
4,8,1931,10,20.15,30.3
4,9,1931,10.4,20.4,30.4
4,10,1931,10.3,21.85,33.4
4,11,1931,11.6,20.85,30.1
4,12,1931,13.4,21.25,29.1
4,13,1931,12.3,21.65,31
4,14,1931,16.3,22.3,28.3
4,15,1931,15.4,22.25,29.1
4,16,1931,16.2,17.75,19.3
4,17,1931,15.4,19.4,23.4
4,18,1931,10.3,17.8,25.3
4,19,1931,15.3,22.3,29.3
4,20,1931,15.1,22.6,30.1
4,21,1931,14.4,21.75,29.1
4,22,1931,14.3,22.3,30.3
4,23,1931,12.1,23.15,34.2
4,24,1931,10.4,19.35,28.3
4,25,1931,11.3,19.35,27.4
4,26,1931,12.1,17.65,23.2
4,27,1931,11.3,18.2,25.1
4,28,1931,10.4,20.4,30.4
4,29,1931,13.2,22.3,31.4
4,30,1931,16.3,24.75,33.2
5,1,1931,12.1,21.2,30.3
5,2,1931,11.4,21.4,31.4
5,3,1931,12.3,21.2,30.1
5,4,1931,14.2,23.8,33.4
5,5,1931,13.2,22.65,32.1
5,6,1931,13.4,23.5,33.6
5,7,1931,16,23,30
5,8,1931,14,22.8,31.6
5,9,1931,13.2,25.8,38.4
5,10,1931,15.3,26.65,38
5,11,1931,13.3,17.7,22.1
5,12,1931,12,19.2,26.4
5,13,1931,13.2,20.7,28.2
5,14,1931,12.3,21.7,31.1
5,15,1931,14.2,22.3,30.4
5,16,1931,16,23,30
5,17,1931,16,22.65,29.3
5,18,1931,15.2,25.2,35.2
5,19,1931,16.3,27.75,39.2
5,20,1931,14.4,24.85,35.3
5,21,1931,13.3,23.65,34
5,22,1931,17.3,24.65,32
5,23,1931,17.3,25.35,33.4
5,24,1931,17.1,22.1,27.1
5,25,1931,20.1,24.7,29.3
5,26,1931,20,24.6,29.2
5,27,1931,19.4,24.85,30.3
5,28,1931,20.1,26.2,32.3
5,29,1931,20.2,24.8,29.4
5,30,1931,20.1,25.2,30.3
5,31,1931,20.4,25.4,30.4
6,1,1931,21.3,25.8,30.3
6,2,1931,21.4,25.35,29.3
6,3,1931,20.3,24.85,29.4
6,4,1931,17.4,23.4,29.4
6,5,1931,19.2,24.65,30.1
6,6,1931,20.1,24.75,29.4
6,7,1931,20.1,26.55,33
6,8,1931,20,27.2,34.4
6,9,1931,20.4,27.8,35.2
6,10,1931,21.4,27.3,33.2
6,11,1931,21.3,28.7,36.1
6,12,1931,23.1,28.25,33.4
6,13,1931,23.2,29.15,35.1
6,14,1931,23.1,28.75,34.4
6,15,1931,22.3,29.35,36.4
6,16,1931,20.4,27.3,34.2
6,17,1931,22.3,28.35,34.4
6,18,1931,22.2,28.15,34.1
6,19,1931,21.2,27.2,33.2
6,20,1931,22.1,27.7,33.3
6,21,1931,21.2,27.3,33.4
6,22,1931,20.4,26.35,32.3
6,23,1931,20.3,26.2,32.1
6,24,1931,21.2,27.25,33.3
6,25,1931,20.3,26.75,33.2
6,26,1931,19.4,26.75,34.1
6,27,1931,19.4,25.85,32.3
6,28,1931,20.3,27.85,35.4
6,29,1931,22.3,28.15,34
6,30,1931,22.3,27.7,33.1
7,1,1931,21.1,27.2,33.3
7,2,1931,21.3,27.7,34.1
7,3,1931,22.3,27.7,33.1
7,4,1931,22.1,27.7,33.3
7,5,1931,22.2,28.7,35.2
7,6,1931,20.3,26.3,32.3
7,7,1931,25.2,29.3,33.4
7,8,1931,23.2,30.25,37.3
7,9,1931,21.2,28.25,35.3
7,10,1931,20.1,28.6,37.1
7,11,1931,20.1,27.7,35.3
7,12,1931,20.3,27.7,35.1
7,13,1931,20.2,26.15,32.1
7,14,1931,21.4,26.85,32.3
7,15,1931,21.4,28.3,35.2
7,16,1931,22.3,28.85,35.4
7,17,1931,21.3,28.3,35.3
7,18,1931,22.1,28.6,35.1
7,19,1931,22.1,28.6,35.1
7,20,1931,23.1,29.25,35.4
7,21,1931,23.1,29.15,35.2
7,22,1931,20.1,26.75,33.4
7,23,1931,18.4,26.9,35.4
7,24,1931,18.4,25.35,32.3
7,25,1931,21.3,27.7,34.1
7,26,1931,20.1,26.15,32.2
7,27,1931,20.3,26.85,33.4
7,28,1931,20.4,26.75,33.1
7,29,1931,21.3,27.2,33.1
7,30,1931,20.3,24.75,29.2
7,31,1931,20.4,24.9,29.4
8,1,1931,20.4,25.25,30.1
8,2,1931,19.3,24.65,30
8,3,1931,20.3,25.35,30.4
8,4,1931,21,25.5,30
8,5,1931,21,26.55,32.1
8,6,1931,20,27.05,34.1
8,7,1931,20.3,26.3,32.3
8,8,1931,21.4,28.35,35.3
8,9,1931,20.4,27.9,35.4
8,10,1931,21.3,28.3,35.3
8,11,1931,21.2,27.2,33.2
8,12,1931,20.3,27.3,34.3
8,13,1931,20.2,27.75,35.3
8,14,1931,23.1,27.15,31.2
8,15,1931,16,23.65,31.3
8,16,1931,16.3,24.2,32.1
8,17,1931,16.2,24.25,32.3
8,18,1931,17.3,25.3,33.3
8,19,1931,21.1,27.7,34.3
8,20,1931,22.1,29.25,36.4
8,21,1931,19.4,26.3,33.2
8,22,1931,22.2,27.75,33.3
8,23,1931,22.3,27.7,33.1
8,24,1931,21.3,28.15,35
8,25,1931,21,28.15,35.3
8,26,1931,19.2,28.1,37
8,27,1931,20.3,27.8,35.3
8,28,1931,21.3,27.35,33.4
8,29,1931,19.3,26.35,33.4
8,30,1931,22.1,28.7,35.3
8,31,1931,20.3,26.85,33.4
9,1,1931,20.1,26.75,33.4
9,2,1931,20.1,27.7,35.3
9,3,1931,20.1,27.1,34.1
9,4,1931,20.3,27.8,35.3
9,5,1931,21.1,28.2,35.3
9,6,1931,20.3,26.85,33.4
9,7,1931,22.1,28.1,34.1
9,8,1931,21.3,28.3,35.3
9,9,1931,18.1,26.6,35.1
9,10,1931,17.3,26.3,35.3
9,11,1931,20.3,27.25,34.2
9,12,1931,20.3,26.85,33.4
9,13,1931,19.4,26.4,33.4
9,14,1931,20.1,27.25,34.4
9,15,1931,19,26.05,33.1
9,16,1931,19.1,26.15,33.2
9,17,1931,18.4,25.25,32.1
9,18,1931,21.1,26.75,32.4
9,19,1931,21,27.05,33.1
9,20,1931,20.1,26.2,32.3
9,21,1931,20,26.65,33.3
9,22,1931,19.4,25.4,31.4
9,23,1931,19.8,26.05,32.3
9,24,1931,18.3,25.85,33.4
9,25,1931,20.1,26.75,33.4
9,26,1931,19.3,25.3,31.3
9,27,1931,20.1,26.05,32
9,28,1931,18.4,25.25,32.1
9,29,1931,19.3,25.75,32.2
9,30,1931,18.3,24.35,30.4
10,1,1931,19.3,27.75,36.2
10,2,1931,18.4,27.35,36.3
10,3,1931,16.4,24.25,32.1
10,4,1931,17.3,25.8,34.3
10,5,1931,17.2,26.75,36.3
10,6,1931,18.4,27.7,37
10,7,1931,21.2,29.3,37.4
10,8,1931,21.2,27.2,33.2
10,9,1931,20.3,27.2,34.1
10,10,1931,19.4,26.75,34.1
10,11,1931,19.2,27.25,35.3
10,12,1931,18.1,26.25,34.4
10,13,1931,18.3,26.8,35.3
10,14,1931,18.3,26.7,35.1
10,15,1931,18.1,26.75,35.4
10,16,1931,16.2,24.8,33.4
10,17,1931,15.4,25.35,35.3
10,18,1931,15.2,25.2,35.2
10,19,1931,13.3,24.25,35.2
10,20,1931,15.3,21.2,27.1
10,21,1931,14.4,21.2,28
10,22,1931,15,23.1,31.2
10,23,1931,19.3,26.8,34.3
10,24,1931,18.2,26.3,34.4
10,25,1931,18.3,25.25,32.2
10,26,1931,19.2,25.75,32.3
10,27,1931,18.2,25.8,33.4
10,28,1931,18.3,27.65,37
10,29,1931,18.1,25.6,33.1
10,30,1931,19.4,25.3,31.2
10,31,1931,18.1,23.7,29.3
11,1,1931,13.3,21.3,29.3
11,2,1931,13.3,17.15,21
11,3,1931,16.2,20.65,25.1
11,4,1931,14.4,20.9,27.4
11,5,1931,11.1,19.2,27.3
11,6,1931,10.4,19.3,28.2
11,7,1931,10,19.55,29.1
11,8,1931,11,20.55,30.1
11,9,1931,15.1,22.15,29.2
11,10,1931,11.1,20.1,29.1
11,11,1931,12,21.15,30.3
11,12,1931,13.3,21.2,29.1
11,13,1931,10,19,28
11,14,1931,10.3,19.8,29.3
11,15,1931,11,20.5,30
11,16,1931,15,22.55,30.1
11,17,1931,14.1,23.7,33.3
11,18,1931,15.2,23.75,32.3
11,19,1931,11.3,20.85,30.4
11,20,1931,11,20.7,30.4
11,21,1931,10.3,20.3,30.3
11,22,1931,10,20.05,30.1
11,23,1931,10.1,19.7,29.3
11,24,1931,10.1,15.75,21.4
11,25,1931,10.4,12.85,15.3
11,26,1931,6.4,10.25,14.1
11,27,1931,6.3,10.2,14.1
11,28,1931,6,10.65,15.3
11,29,1931,5.1,10.1,15.1
11,30,1931,7.3,11.2,15.1
12,1,1931,8.4,17.35,26.3
12,2,1931,6.2,10.25,14.3
12,3,1931,6.1,12.65,19.2
12,4,1931,3.4,13.3,23.2
12,5,1931,6.7,14.9,23.1
12,6,1931,7.3,15.35,23.4
12,7,1931,8.1,15.75,23.4
12,8,1931,6.3,13.3,20.3
12,9,1931,6.5,16.95,27.4
12,10,1931,7.3,17.3,27.3
12,11,1931,7,19.1,31.2
12,12,1931,7,17.15,27.3
12,13,1931,8.3,13.8,19.3
12,14,1931,7,13.15,19.3
12,15,1931,7.3,12.15,17
12,16,1931,5,11.1,17.2
12,17,1931,3.2,10.2,17.2
12,18,1931,3.1,10.75,18.4
12,19,1931,2.4,15.8,29.2
12,20,1931,3.4,17.35,31.3
12,21,1931,4,17.2,30.4
12,22,1931,5.1,17.75,30.4
12,23,1931,7,18.15,29.3
12,24,1931,8.3,18.8,29.3
12,25,1931,10.4,19.7,29
12,26,1931,14.3,21.7,29.1
12,27,1931,15.4,21.2,27
12,28,1931,17.2,22.75,28.3
12,29,1931,19.3,26.35,33.4
12,30,1931,23.4,27.85,32.3
12,31,1931,6.2,17.75,29.3
1,1,1932,10.3,16.3,22.3
1,2,1932,10.2,16.8,23.4
1,3,1932,11.4,17.7,24
1,4,1932,10,17.55,25.1
1,5,1932,10.4,20.2,30
1,6,1932,12.4,21.3,30.2
1,7,1932,13.1,21.2,29.3
1,8,1932,13.4,21.25,29.1
1,9,1932,13.4,18.25,23.1
1,10,1932,10,16.15,22.3
1,11,1932,9.3,14.65,20
1,12,1932,9,14.1,19.2
1,13,1932,10,15,20
1,14,1932,11.3,16.3,21.3
1,15,1932,10,13.55,17.1
1,16,1932,10.2,13.75,17.3
1,17,1932,9.2,12.6,16
1,18,1932,9,11.1,13.2
1,19,1932,7.2,10.3,13.4
1,20,1932,5.2,9.2,13.2
1,21,1932,3.2,7.6,12
1,22,1932,3.3,7.85,12.4
1,23,1932,3.3,8.15,13
1,24,1932,2.1,7.7,13.3
1,25,1932,3.2,9.3,15.4
1,26,1932,4.3,9.75,15.2
1,27,1932,5.2,12.25,19.3
1,28,1932,6.4,13.35,20.3
1,29,1932,9.3,15.4,21.5
1,30,1932,9.4,15.35,21.3
1,31,1932,10.1,14.7,19.3
2,1,1932,11.3,15.8,20.3
2,2,1932,11,17.15,23.3
2,3,1932,10.3,16.2,22.1
2,4,1932,10,16.1,22.2
2,5,1932,10.1,18.7,27.3
2,6,1932,11.3,19.8,28.3
2,7,1932,12.4,19.85,27.3
2,8,1932,13.3,20.3,27.3
2,9,1932,13.3,21.65,30
2,10,1932,14.2,22.1,30
2,11,1932,14.2,22.15,30.1
2,12,1932,15.2,22.75,30.3
2,13,1932,16.2,23.8,31.4
2,14,1932,15.2,23.3,31.4
2,15,1932,15.2,23.6,32
2,16,1932,14.3,22.8,31.3
2,17,1932,13.2,20.25,27.3
2,18,1932,13.1,19.7,26.3
2,19,1932,12.2,19.75,27.3
2,20,1932,11.3,18.15,25
2,21,1932,10.3,17.85,25.4
2,22,1932,10.3,NaN,NaN
2,23,1932,10.1,NaN,NaN
2,24,1932,9.3,NaN,NaN
2,25,1932,10.1,NaN,NaN
2,26,1932,10,NaN,NaN
2,27,1932,11.3,NaN,NaN
2,28,1932,11.3,NaN,NaN
2,29,1932,11.3,NaN,NaN
3,1,1932,11.3,NaN,NaN
3,2,1932,9.3,NaN,NaN
3,3,1932,9.1,NaN,NaN
3,4,1932,8.1,NaN,NaN
3,5,1932,8.1,NaN,NaN
3,6,1932,7.2,NaN,NaN
3,7,1932,7.3,NaN,NaN
3,8,1932,3.4,NaN,NaN
3,9,1932,2.3,NaN,NaN
3,10,1932,1.2,NaN,NaN
3,11,1932,0.4,NaN,NaN
3,12,1932,0.3,NaN,NaN
3,13,1932,1.4,NaN,NaN
3,14,1932,4.3,NaN,NaN
3,15,1932,5.2,NaN,NaN
3,16,1932,5.3,NaN,NaN
3,17,1932,6.7,NaN,NaN
3,18,1932,7.4,NaN,NaN
3,19,1932,8,NaN,NaN
3,20,1932,8.3,NaN,NaN
3,21,1932,8.4,NaN,NaN
3,22,1932,10.3,NaN,NaN
3,23,1932,12.3,NaN,NaN
3,24,1932,13.1,NaN,NaN
3,25,1932,13.1,NaN,NaN
3,26,1932,15.2,NaN,NaN
3,27,1932,15.2,NaN,NaN
3,28,1932,11.3,NaN,NaN
3,29,1932,10.3,NaN,NaN
3,30,1932,13.1,NaN,NaN
3,31,1932,15.2,NaN,NaN
4,1,1932,15.2,21.25,27.3
4,2,1932,13.3,19.15,25
4,3,1932,17,23.15,29.3
4,4,1932,16.3,24.2,32.1
4,5,1932,17,25.2,33.4
4,6,1932,18.3,21.8,25.3
4,7,1932,19.1,24.15,29.2
4,8,1932,20.3,25.15,30
4,9,1932,19.3,26.25,33.2
4,10,1932,20.3,23.8,27.3
4,11,1932,21.3,25.75,30.2
4,12,1932,23.2,26.75,30.3
4,13,1932,17.3,26.25,35.2
4,14,1932,12.2,25.15,38.1
4,15,1932,15.3,21.85,28.4
4,16,1932,17.2,23.15,29.1
4,17,1932,16.3,24.85,33.4
4,18,1932,16.1,26.55,37
4,19,1932,18.1,24.75,31.4
4,20,1932,19.2,25.25,31.3
4,21,1932,21.2,27.6,34
4,22,1932,20.3,26.75,33.2
4,23,1932,17.3,27.8,38.3
4,24,1932,19.3,28.25,37.2
4,25,1932,16.4,25.7,35
4,26,1932,16,21.65,27.3
4,27,1932,17.1,20.05,23
4,28,1932,19.1,22.2,25.3
4,29,1932,18,25.2,32.4
4,30,1932,17.1,25.7,34.3
5,1,1932,18.1,26.05,34
5,2,1932,17.3,23.75,30.2
5,3,1932,17.3,22.7,28.1
5,4,1932,19.2,24.75,30.3
5,5,1932,19.3,24.85,30.4
5,6,1932,19.2,27.7,36.2
5,7,1932,21,28.65,36.3
5,8,1932,20.3,27.85,35.4
5,9,1932,21,27.5,34
5,10,1932,21.2,24.25,27.3
5,11,1932,20.1,24.05,28
5,12,1932,20.4,26.35,32.3
5,13,1932,18.3,21.7,25.1
5,14,1932,19.2,20.7,22.2
5,15,1932,18,25.6,33.2
5,16,1932,19.1,24.15,29.2
5,17,1932,18,24.15,30.3
5,18,1932,16.2,24.15,32.1
5,19,1932,16.2,24.3,32.4
5,20,1932,14.4,22.35,30.3
5,21,1932,13.2,24.25,35.3
5,22,1932,14.3,25.25,36.2
5,23,1932,16.2,26.15,36.1
5,24,1932,17.3,26.8,36.3
5,25,1932,17.3,26.65,36
5,26,1932,20,28.2,36.4
5,27,1932,20.3,27.8,35.3
5,28,1932,19.3,25.75,32.2
5,29,1932,20.3,26.85,33.4
5,30,1932,22.1,27.2,32.3
5,31,1932,18.3,26.3,34.3
6,1,1932,21.2,28.25,35.3
6,2,1932,22.3,29.75,37.2
6,3,1932,20.2,29.15,38.1
6,4,1932,20,29.1,38.2
6,5,1932,20,29.05,38.1
6,6,1932,19.3,28.3,37.3
6,7,1932,17,28.15,39.3
6,8,1932,18,28.65,39.3
6,9,1932,19.3,29.3,39.3
6,10,1932,20.2,29.8,39.4
6,11,1932,21.2,30.65,40.1
6,12,1932,19.3,29.8,40.3
6,13,1932,19.2,29.2,39.2
6,14,1932,19.2,29.75,40.3
6,15,1932,20.3,29.8,39.3
6,16,1932,20.3,30.3,40.3
6,17,1932,21.3,30.8,40.3
6,18,1932,17.3,29.85,42.4
6,19,1932,17.3,28.25,39.2
6,20,1932,18,28.1,38.2
6,21,1932,17.4,27.3,37.2
6,22,1932,17.4,26.85,36.3
6,23,1932,18,25.15,32.3
6,24,1932,17.3,25.35,33.4
6,25,1932,17.2,27.15,37.1
6,26,1932,17.3,26.65,36
6,27,1932,18.4,27.4,36.4
6,28,1932,18.4,26.85,35.3
6,29,1932,20.3,27.7,35.1
6,30,1932,22.1,27.7,33.3
7,1,1932,14.3,25.85,37.4
7,2,1932,22.3,29.15,36
7,3,1932,21.2,29.3,37.4
7,4,1932,20.2,29.15,38.1
7,5,1932,13.1,23.7,34.3
7,6,1932,15.1,24.55,34
7,7,1932,15.1,24.05,33
7,8,1932,14.3,24.65,35
7,9,1932,21,28.65,36.3
7,10,1932,11.1,23.15,35.2
7,11,1932,11,22.65,34.3
7,12,1932,11.4,23.3,35.2
7,13,1932,13.1,24.2,35.3
7,14,1932,13,24.05,35.1
7,15,1932,13.2,26.1,39
7,16,1932,13.2,24.1,35
7,17,1932,18.1,28.55,39
7,18,1932,17.2,25.6,34
7,19,1932,16.2,27.15,38.1
7,20,1932,15.4,25.4,35.4
7,21,1932,16.2,25.75,35.3
7,22,1932,18.4,27.25,36.1
7,23,1932,11.4,24.25,37.1
7,24,1932,11.3,24.15,37
7,25,1932,13.1,23.6,34.1
7,26,1932,14.2,25.15,36.1
7,27,1932,13,24.5,36
7,28,1932,13.2,25.3,37.4
7,29,1932,13.3,25.85,38.4
7,30,1932,14.3,25.75,37.2
7,31,1932,13.3,25.8,38.3
8,1,1932,13.3,26.65,40
8,2,1932,13.2,26.3,39.4
8,3,1932,12.2,25.7,39.2
8,4,1932,15.1,27.75,40.4
8,5,1932,15,27.65,40.3
8,6,1932,14.4,26.75,39.1
8,7,1932,15,27.5,40
8,8,1932,14,26.15,38.3
8,9,1932,14.1,26.15,38.2
8,10,1932,14.1,26.7,39.3
8,11,1932,14.4,26.8,39.2
8,12,1932,13.4,25.85,38.3
8,13,1932,12.4,26.2,40
8,14,1932,13.1,26.75,40.4
8,15,1932,12.4,25.8,39.2
8,16,1932,13.1,26.6,40.1
8,17,1932,14.1,27.25,40.4
8,18,1932,14.1,27.55,41
8,19,1932,14.3,25.65,37
8,20,1932,14,24.6,35.2
8,21,1932,13.2,23.15,33.1
8,22,1932,14.2,22.65,31.1
8,23,1932,16.3,24.75,33.2
8,24,1932,16.1,24.05,32
8,25,1932,17.2,25.1,33
8,26,1932,16.1,24.05,32
8,27,1932,20.3,25.8,31.3
8,28,1932,21,27,33
8,29,1932,20,25.2,30.4
8,30,1932,22.2,25.1,28
8,31,1932,21,28.7,36.4
9,1,1932,21.2,28.8,36.4
9,2,1932,21.2,26.7,32.2
9,3,1932,21.1,26.7,32.3
9,4,1932,21.1,27.55,34
9,5,1932,21.4,25.35,29.3
9,6,1932,21.4,26.2,31
9,7,1932,21.2,26.25,31.3
9,8,1932,19.3,25.3,31.3
9,9,1932,18.2,23.25,28.3
9,10,1932,18,24.65,31.3
9,11,1932,18.2,24.25,30.3
9,12,1932,18,25,32
9,13,1932,19.2,25.8,32.4
9,14,1932,19.1,25.7,32.3
9,15,1932,20,26.6,33.2
9,16,1932,20.2,27.1,34
9,17,1932,18,24.6,31.2
9,18,1932,18.1,25.25,32.4
9,19,1932,17.2,26.2,35.2
9,20,1932,17.2,28.1,39
9,21,1932,18.4,25.25,32.1
9,22,1932,18.3,25.35,32.4
9,23,1932,18,25.05,32.1
9,24,1932,19.3,24.8,30.3
9,25,1932,19,24.2,29.4
9,26,1932,18.2,23.75,29.3
9,27,1932,17.1,23.7,30.3
9,28,1932,17,24.5,32
9,29,1932,17.2,23.8,30.4
9,30,1932,17,23.7,30.4
10,1,1932,18.1,24.2,30.3
10,2,1932,18.3,23.35,28.4
10,3,1932,17.3,22.3,27.3
10,4,1932,15,22,29
10,5,1932,16,22.6,29.2
10,6,1932,16.3,23.25,30.2
10,7,1932,19,24.05,29.1
10,8,1932,17.4,23.4,29.4
10,9,1932,18.2,24.25,30.3
10,10,1932,17.2,23.75,30.3
10,11,1932,8.5,17.85,27.2
10,12,1932,5.4,16.05,26.7
10,13,1932,8.2,17.3,26.4
10,14,1932,12,19.6,27.2
10,15,1932,9,19.65,30.3
10,16,1932,6,18.15,30.3
10,17,1932,5,18.7,32.4
10,18,1932,10.2,20.15,30.1
10,19,1932,12,20.65,29.3
10,20,1932,10,19.05,28.1
10,21,1932,14,21.15,28.3
10,22,1932,15,21.7,28.4
10,23,1932,6,17.55,29.1
10,24,1932,4,17,30
10,25,1932,6.2,17.7,29.2
10,26,1932,7.2,15.7,24.2
10,27,1932,7.3,15.35,23.4
10,28,1932,2.4,13.7,25
10,29,1932,5,15.6,26.2
10,30,1932,7.1,17.55,28
10,31,1932,7.3,18.85,30.4
11,1,1932,9.4,20.3,31.2
11,2,1932,10.3,20.65,31
11,3,1932,12,20.6,29.2
11,4,1932,13,21.15,29.3
11,5,1932,10,19.6,29.2
11,6,1932,12.2,18.7,25.2
11,7,1932,13.2,21.1,29
11,8,1932,8,18,28
11,9,1932,4.2,16.7,29.2
11,10,1932,5,19,33
11,11,1932,8,20.15,32.3
11,12,1932,5,17.55,30.1
11,13,1932,4.2,17.1,30
11,14,1932,2.3,15.25,28.2
11,15,1932,3,16.5,30
11,16,1932,3.3,15.25,27.2
11,17,1932,2,14,26
11,18,1932,2,12.15,22.3
11,19,1932,2,14.1,26.2
11,20,1932,2,14.1,26.2
11,21,1932,2,15.65,29.3
11,22,1932,3,16.6,30.2
11,23,1932,3.3,16.65,30
11,24,1932,4,15.65,27.3
11,25,1932,3.1,15.2,27.3
11,26,1932,3,15.1,27.2
11,27,1932,3.1,15.15,27.2
11,28,1932,2.3,12.75,23.2
11,29,1932,0.2,11.6,23
11,30,1932,0.1,12.05,24
12,1,1932,0.2,12.1,24
12,2,1932,2.2,13.2,24.2
12,3,1932,3,13.55,24.1
12,4,1932,9.3,16.8,24.3
12,5,1932,11.3,17.3,23.3
12,6,1932,3,16.65,30.3
12,7,1932,15.2,17.7,20.2
12,8,1932,4,12.55,21.1
12,9,1932,8.2,14.7,21.2
12,10,1932,8.2,15.65,23.1
12,11,1932,7.2,16.25,25.3
12,12,1932,7.2,15.7,24.2
12,13,1932,7,15.1,23.2
12,14,1932,6,14,22
12,15,1932,4,11.5,19
12,16,1932,3.2,10.1,17
12,17,1932,1.3,9.3,17.3
12,18,1932,1.2,8.7,16.2
12,19,1932,-3,7,17
12,20,1932,1,9.05,17.1
12,21,1932,1.1,11.15,21.2
12,22,1932,2,13.5,25
12,23,1932,3,14.15,25.3
12,24,1932,2.2,12.7,23.2
12,25,1932,2.2,12.1,22
12,26,1932,1.3,11.3,21.3
12,27,1932,3.3,12.15,21
12,28,1932,2.2,11.65,21.1
12,29,1932,1,13.6,26.2
12,30,1932,2,13,24
12,31,1932,1.3,10.75,20.2
1,1,1933,2.3,13.15,24
1,2,1933,3.3,12.2,21.1
1,3,1933,5.3,15.15,25
1,4,1933,8.2,16.3,24.4
1,5,1933,11.2,16.8,22.4
1,6,1933,14.2,18.6,23
1,7,1933,15.3,19.2,23.1
1,8,1933,7.3,15.15,23
1,9,1933,7.1,15.1,23.1
1,10,1933,6.3,14.85,23.4
1,11,1933,8.4,18.85,29.3
1,12,1933,8.2,13.15,18.1
1,13,1933,2,10.1,18.2
1,14,1933,4.3,11.3,18.3
1,15,1933,6.2,13.6,21
1,16,1933,10,18.7,27.4
1,17,1933,13.3,18.7,24.1
1,18,1933,13.2,20.15,27.1
1,19,1933,13.3,20.35,27.4
1,20,1933,17,21.05,25.1
1,21,1933,16.4,20.85,25.3
1,22,1933,10.2,18.1,26
1,23,1933,10.1,18.7,27.3
1,24,1933,12,21.65,31.3
1,25,1933,12.4,18.35,24.3
1,26,1933,10.1,20.6,31.1
1,27,1933,13.2,16.75,20.3
1,28,1933,8.3,14.2,20.1
1,29,1933,8.3,14.2,20.1
1,30,1933,10.4,16.3,22.2
1,31,1933,15.3,22.15,29
2,1,1933,14,14.65,15.3
2,2,1933,11.2,20.1,29
2,3,1933,14,21.15,28.3
2,4,1933,13.3,18.2,23.1
2,5,1933,10.1,12.7,15.3
2,6,1933,10,15.1,20.2
2,7,1933,11.3,18.85,26.4
2,8,1933,-3.3,2.35,8
2,9,1933,-3.3,3.05,9.4
2,10,1933,3,9.2,15.4
2,11,1933,3,11.65,20.3
2,12,1933,3.2,11.65,20.1
2,13,1933,3,17,31
2,14,1933,9.4,20.3,31.2
2,15,1933,14,20.1,26.2
2,16,1933,9,16.6,24.2
2,17,1933,8.1,20.15,32.2
2,18,1933,11.2,20.15,29.1
2,19,1933,11.3,20.15,29
2,20,1933,12,20.1,28.2
2,21,1933,9.3,17.25,25.2
2,22,1933,9.1,17.2,25.3
2,23,1933,12,20.15,28.3
2,24,1933,12,20.5,29
2,25,1933,13.2,21.2,29.2
2,26,1933,13.1,22.15,31.2
2,27,1933,11.3,19.3,27.3
2,28,1933,8.3,16.25,24.2
3,1,1933,5.3,14.75,24.2
3,2,1933,6.2,13.7,21.2
3,3,1933,4,11.1,18.2
3,4,1933,7.1,13.7,20.3
3,5,1933,7.2,17.65,28.1
3,6,1933,7.2,14.6,22
3,7,1933,7,17.05,27.1
3,8,1933,6,20,34
3,9,1933,10.2,23.25,36.3
3,10,1933,14,21.55,29.1
3,11,1933,16.2,23.1,30
3,12,1933,14.2,22.2,30.2
3,13,1933,15,25.65,36.3
3,14,1933,13.3,23.3,33.3
3,15,1933,15.2,21.7,28.2
3,16,1933,9.3,17.3,25.3
3,17,1933,10.2,21.1,32
3,18,1933,10,20,30
3,19,1933,12,24.15,36.3
3,20,1933,11.2,17.7,24.2
3,21,1933,6.3,16.7,27.1
3,22,1933,6,20.1,34.2
3,23,1933,10,20.05,30.1
3,24,1933,12,22.15,32.3
3,25,1933,16.1,24.1,32.1
3,26,1933,15,24,33
3,27,1933,12.2,21.15,30.1
